idclientecrm,Status Cliente
10457785,Vigente
10457851,Cancelado
10458049,Vigente
10458081,Cancelado
10458174,Cancelado
10458238,Cancelado
10458375,Vigente
10458415,Vigente
10458431,Vigente
10458442,Vigente
10458444,Cancelado
10458459,Vigente
10458662,Vigente
10458679,Vigente
10458786,Vigente
10458846,Vigente
10458850,Cancelado
10458887,Vigente
10458911,Vigente
10458917,Vigente
10459173,Cancelado
10459230,Vigente
10459280,Vigente
10459364,Cancelado
10459369,Cancelado
10459483,Vigente
10459487,Cancelado
10459497,Vigente
10459626,Vigente
10459683,Vigente
10459824,Vigente
10459860,Cancelado
10459886,Cancelado
10459916,Cancelado
10459924,Vigente
10459928,Vigente
10460023,Cancelado
10460047,Cancelado
10460123,Vigente
10460125,Vigente
10460167,Vigente
10460215,Vigente
10460221,Vigente
10463087,Cancelado
10464430,Vigente
10477279,Vigente
10480075,Cancelado
10483392,Cancelado
10484717,Cancelado
10488965,Cancelado
10491575,Cancelado
10494067,Cancelado
10498991,Vigente
10500267,Vigente
10504474,Vigente
10505323,Cancelado
10506171,Vigente
10506224,Vigente
10506275,Vigente
10506293,Cancelado
10506724,Vigente
10506862,Vigente
10506907,Cancelado
10507822,Cancelado
10507943,Cancelado
10508074,Vigente
10508642,Vigente
10508647,Cancelado
10508718,Vigente
10508908,Vigente
10508915,Cancelado
10509077,Vigente
10509432,Cancelado
10509483,Vigente
10509928,Vigente
10510094,Cancelado
10510181,Cancelado
10510586,Cancelado
10510771,Vigente
10510986,Vigente
10511108,Cancelado
10511158,Vigente
10511237,Vigente
10511933,Vigente
10512055,Vigente
10512058,Vigente
10512230,Vigente
10512232,Vigente
10512375,Vigente
10512668,Cancelado
10512772,Vigente
10512817,Cancelado
10513119,Vigente
10513286,Cancelado
10513507,Cancelado
10514041,Vigente
10514132,Vigente
10514308,Cancelado
10514319,Cancelado
10514362,Vigente
10514447,Vigente
10514545,Vigente
10514677,Vigente
10514755,Vigente
10514864,Cancelado
10514893,Vigente
10515045,Vigente
10515141,Vigente
10515774,Vigente
10515793,Vigente
10515843,Cancelado
10515968,Cancelado
10516197,Vigente
10516261,Vigente
10516343,Cancelado
10516399,Vigente
10516711,Vigente
10516874,Vigente
10516992,Vigente
10517190,Vigente
10517417,Cancelado
10517422,Cancelado
10517509,Vigente
10517511,Vigente
10517594,Cancelado
10517618,Vigente
10517655,Vigente
10517720,Vigente
10518258,Vigente
10518292,Vigente
10518581,Vigente
10518632,Cancelado
10518694,Cancelado
10518826,Cancelado
10518863,Vigente
10518867,Vigente
10518990,Cancelado
10518993,Vigente
10519051,Vigente
10519074,Vigente
10519161,Vigente
10519269,Vigente
10519305,Cancelado
10519407,Vigente
10519619,Vigente
10519713,Cancelado
10519729,Cancelado
10519759,Cancelado
10519956,Cancelado
10519982,Cancelado
10520018,Cancelado
10520028,Vigente
10520103,Cancelado
10520157,Vigente
10520255,Cancelado
10520296,Vigente
10520359,Vigente
10520466,Cancelado
10520608,Cancelado
10520771,Cancelado
10521019,Vigente
10521372,Cancelado
10521663,Vigente
10521676,Vigente
10521712,Vigente
10521716,Cancelado
10521717,Vigente
10522165,Cancelado
10522167,Cancelado
10522220,Cancelado
10522524,Vigente
10523126,Cancelado
10523305,Vigente
10523677,Vigente
10523692,Vigente
10524383,Vigente
10524787,Vigente
10525824,Vigente
10527795,Vigente
10528133,Vigente
10528223,Cancelado
10528486,Vigente
10528550,Vigente
10528844,Cancelado
10529125,Vigente
10529348,Cancelado
10529455,Cancelado
10529612,Vigente
10529702,Cancelado
10529812,Vigente
10529816,Cancelado
10529868,Cancelado
10529923,Vigente
10530023,Cancelado
10530053,Vigente
10530054,Cancelado
10530074,Vigente
10530095,Vigente
10530220,Vigente
10530276,Vigente
10530398,Cancelado
10530566,Vigente
10530716,Vigente
10530822,Cancelado
10531056,Vigente
10531433,Vigente
10531435,Cancelado
10531548,Cancelado
10531549,Vigente
10531666,Vigente
10531667,Cancelado
10531786,Vigente
10532246,Vigente
10532294,Cancelado
10532429,Vigente
10532433,Vigente
10532501,Vigente
10532613,Vigente
10532614,Vigente
10532799,Vigente
10533006,Cancelado
10533007,Cancelado
10533089,Vigente
10533607,Vigente
10533608,Vigente
10533884,Cancelado
10533885,Vigente
10533889,Vigente
10534115,Cancelado
10534205,Vigente
10534588,Vigente
10534589,Cancelado
10534631,Cancelado
10534728,Cancelado
10534761,Vigente
10534973,Vigente
10534983,Cancelado
10535363,Vigente
10535411,Vigente
10535504,Cancelado
10535511,Cancelado
10535932,Vigente
10536198,Cancelado
10536374,Cancelado
10536688,Cancelado
10536763,Vigente
10536952,Cancelado
10537213,Vigente
10537350,Cancelado
10537358,Vigente
10538010,Cancelado
10538048,Cancelado
10538400,Cancelado
10538472,Cancelado
10538502,Cancelado
10538619,Cancelado
10538653,Vigente
10538674,Vigente
10538831,Cancelado
10539227,Cancelado
10539327,Cancelado
10539335,Vigente
10539585,Cancelado
10539953,Vigente
10539964,Cancelado
10540015,Cancelado
10540231,Vigente
10540233,Vigente
10540363,Vigente
10540386,Vigente
10540633,Cancelado
10541033,Cancelado
10541136,Cancelado
10541190,Vigente
10541504,Vigente
10541611,Cancelado
10542299,Cancelado
10542353,Vigente
10542489,Cancelado
10542937,Vigente
10543001,Cancelado
10543032,Vigente
10543153,Cancelado
10543238,Vigente
10543946,Vigente
10544094,Vigente
10544177,Cancelado
10544262,Vigente
10544480,Cancelado
10544722,Vigente
10544938,Cancelado
10545074,Vigente
10545399,Cancelado
10545581,Cancelado
10545656,Cancelado
10545796,Vigente
10545979,Cancelado
10546352,Cancelado
10546509,Vigente
10546618,Vigente
10546809,Vigente
10546811,Cancelado
10546836,Cancelado
10547323,Cancelado
10547594,Vigente
10547686,Vigente
10547752,Vigente
10547853,Vigente
10548188,Vigente
10548224,Vigente
10548264,Cancelado
10548536,Vigente
10548537,Vigente
10548567,Vigente
10548798,Vigente
10549289,Vigente
10549293,Vigente
10549454,Vigente
10549568,Cancelado
10549942,Vigente
10549964,Vigente
10549965,Vigente
10550046,Cancelado
10550131,Vigente
10550132,Vigente
10550232,Cancelado
10550296,Vigente
10550394,Cancelado
10550396,Vigente
10550580,Cancelado
10550650,Vigente
10551205,Vigente
10551237,Vigente
10551295,Vigente
10551345,Vigente
10551362,Vigente
10551371,Vigente
10551402,Vigente
10551572,Cancelado
10551585,Cancelado
10551778,Vigente
10551787,Cancelado
10552161,Cancelado
10552210,Cancelado
10552270,Cancelado
10552323,Vigente
10552465,Vigente
10552597,Cancelado
10552701,Vigente
10552890,Cancelado
10553156,Vigente
10553193,Cancelado
10553252,Vigente
10553317,Vigente
10553344,Vigente
10553361,Cancelado
10553383,Vigente
10553494,Vigente
10553527,Vigente
10553590,Vigente
10553620,Cancelado
10553743,Cancelado
10553744,Vigente
10553745,Vigente
10553802,Vigente
10554674,Vigente
10554773,Cancelado
10554973,Vigente
10555095,Vigente
10555110,Cancelado
10555196,Cancelado
10555215,Cancelado
10555514,Cancelado
10555860,Vigente
10555893,Vigente
10555983,Vigente
10556064,Cancelado
10556151,Cancelado
10556578,Vigente
10556717,Vigente
10556746,Vigente
10556892,Vigente
10557186,Vigente
10557329,Cancelado
10557417,Vigente
10557649,Cancelado
10557653,Vigente
10557738,Cancelado
10557778,Vigente
10557845,Cancelado
10557952,Vigente
10558409,Vigente
10558410,Vigente
10558747,Cancelado
10558815,Cancelado
10560446,Vigente
10560721,Vigente
10560991,Cancelado
10561401,Vigente
10561639,Vigente
10561858,Vigente
10561971,Vigente
10562012,Cancelado
10562125,Vigente
10562322,Cancelado
10562676,Vigente
10562878,Vigente
10563049,Cancelado
10563112,Vigente
10563137,Vigente
10563313,Cancelado
10563594,Cancelado
10563609,Cancelado
10563610,Vigente
10563632,Cancelado
10563648,Vigente
10563661,Vigente
10563895,Vigente
10564208,Cancelado
10564238,Cancelado
10564248,Vigente
10564377,Cancelado
10564520,Vigente
10564565,Cancelado
10564636,Cancelado
10564709,Vigente
10564738,Vigente
10564794,Vigente
10564917,Cancelado
10564969,Vigente
10565045,Vigente
10565049,Vigente
10565052,Vigente
10565187,Vigente
10565223,Cancelado
10565617,Vigente
10565733,Vigente
10565742,Vigente
10565862,Vigente
10565866,Vigente
10565911,Cancelado
10565942,Cancelado
10566202,Vigente
10566327,Cancelado
10566449,Cancelado
10566520,Cancelado
10566578,Vigente
10566582,Vigente
10566592,Cancelado
10566609,Vigente
10566949,Vigente
10567094,Vigente
10567553,Cancelado
10567633,Cancelado
10567662,Vigente
10567761,Vigente
10567910,Vigente
10567996,Cancelado
10568030,Cancelado
10568041,Cancelado
10568072,Cancelado
10568163,Cancelado
10568237,Cancelado
10568248,Cancelado
10568343,Vigente
10568579,Cancelado
10568581,Vigente
10568697,Cancelado
10568883,Cancelado
10568949,Vigente
10568977,Cancelado
10569067,Vigente
10569390,Vigente
10569394,Vigente
10569395,Vigente
10569402,Cancelado
10569456,Vigente
10569610,Cancelado
10569658,Cancelado
10569681,Cancelado
10569758,Vigente
10569882,Vigente
10569894,Cancelado
10570063,Cancelado
10570101,Vigente
10570442,Cancelado
10570693,Cancelado
10570750,Cancelado
10570802,Cancelado
10570854,Vigente
10570894,Vigente
10570958,Cancelado
10571195,Cancelado
10571591,Vigente
10571691,Cancelado
10571728,Cancelado
10571762,Vigente
10571891,Vigente
10571894,Vigente
10572083,Cancelado
10572215,Vigente
10572415,Cancelado
10572427,Vigente
10572661,Cancelado
10572989,Cancelado
10573265,Vigente
10573662,Cancelado
10574054,Vigente
10574206,Vigente
10574213,Vigente
10574431,Vigente
10574898,Cancelado
10574941,Vigente
10575128,Vigente
10575224,Cancelado
10575706,Cancelado
10575852,Cancelado
10575857,Vigente
10575906,Cancelado
10576065,Vigente
10576482,Vigente
10576580,Cancelado
10576681,Cancelado
10576764,Vigente
10576894,Cancelado
10577653,Vigente
10577927,Vigente
10578003,Cancelado
10578107,Vigente
10578471,Vigente
10578682,Vigente
10578696,Cancelado
10578726,Cancelado
10578940,Vigente
10579214,Cancelado
10579256,Cancelado
10579309,Vigente
10579423,Vigente
10579527,Vigente
10579646,Vigente
10579686,Vigente
10579745,Vigente
10579746,Vigente
10579761,Cancelado
10579953,Cancelado
10580029,Vigente
10580049,Vigente
10580140,Vigente
10580142,Vigente
10580177,Vigente
10580269,Vigente
10580321,Cancelado
10580325,Vigente
10580575,Vigente
10580669,Vigente
10580789,Vigente
10580797,Vigente
10580888,Cancelado
10580897,Vigente
10581030,Cancelado
10581067,Vigente
10581070,Vigente
10581081,Cancelado
10581120,Cancelado
10581167,Cancelado
10581170,Vigente
10581207,Cancelado
10581266,Vigente
10581318,Cancelado
10581684,Vigente
10581702,Cancelado
10581830,Vigente
10581835,Vigente
10581999,Vigente
10582178,Cancelado
10582279,Vigente
10582326,Cancelado
10582366,Vigente
10582368,Vigente
10582384,Vigente
10582402,Vigente
10582403,Cancelado
10582411,Vigente
10582412,Vigente
10582434,Vigente
10582489,Vigente
10582657,Vigente
10582666,Vigente
10582726,Vigente
10582831,Cancelado
10582832,Cancelado
10582833,Vigente
10582910,Vigente
10582974,Cancelado
10582995,Cancelado
10583153,Cancelado
10583228,Vigente
10583277,Cancelado
10583409,Cancelado
10583738,Cancelado
10583743,Cancelado
10583813,Vigente
10583826,Vigente
10583830,Vigente
10583872,Cancelado
10583966,Cancelado
10585027,Vigente
10585035,Cancelado
10585176,Cancelado
10585187,Vigente
10585281,Cancelado
10585287,Cancelado
10585288,Vigente
10585312,Vigente
10585340,Vigente
10585406,Vigente
10585580,Cancelado
10585633,Vigente
10585722,Cancelado
10585729,Cancelado
10585736,Cancelado
10585812,Vigente
10585816,Vigente
10585889,Cancelado
10585925,Vigente
10585932,Vigente
10585970,Vigente
10586025,Vigente
10586041,Cancelado
10586042,Cancelado
10586052,Vigente
10586054,Vigente
10586058,Vigente
10586061,Vigente
10586065,Vigente
10586068,Cancelado
10586071,Cancelado
10586078,Cancelado
10586094,Vigente
10586095,Vigente
10586096,Cancelado
10586098,Cancelado
10586102,Vigente
10586107,Cancelado
10586109,Vigente
10586128,Vigente
10586134,Vigente
10586137,Cancelado
10586138,Vigente
10586142,Cancelado
10586146,Vigente
10586152,Cancelado
10586157,Vigente
10586158,Vigente
10586165,Cancelado
10586167,Vigente
10586171,Cancelado
10586172,Vigente
10586191,Vigente
10586193,Vigente
10586200,Cancelado
10586204,Vigente
10586205,Vigente
10586207,Cancelado
10586217,Vigente
10586235,Vigente
10586253,Vigente
10586254,Cancelado
10586256,Vigente
10586258,Cancelado
10586260,Cancelado
10586263,Cancelado
10586265,Vigente
10586271,Vigente
10586272,Vigente
10586275,Vigente
10586282,Vigente
10586283,Cancelado
10586285,Vigente
10586288,Vigente
10586291,Cancelado
10586292,Vigente
10586293,Cancelado
10586294,Cancelado
10586296,Cancelado
10586302,Vigente
10586312,Vigente
10586317,Vigente
10586327,Cancelado
10586329,Vigente
10586336,Vigente
10586338,Vigente
10586345,Vigente
10586347,Vigente
10586349,Vigente
10586352,Cancelado
10586353,Vigente
10586359,Cancelado
10586364,Cancelado
10586371,Vigente
10586372,Cancelado
10586373,Cancelado
10586376,Vigente
10586378,Vigente
10586379,Cancelado
10586387,Vigente
10586388,Vigente
10586390,Vigente
10586391,Vigente
10586394,Cancelado
10586408,Vigente
10586411,Cancelado
10586416,Vigente
10586424,Vigente
10586426,Vigente
10586427,Vigente
10586428,Cancelado
10586433,Vigente
10586435,Vigente
10586437,Vigente
10586440,Vigente
10586441,Cancelado
10586444,Vigente
10586446,Vigente
10586452,Vigente
10586453,Vigente
10586454,Vigente
10586467,Vigente
10586470,Vigente
10586471,Cancelado
10586475,Vigente
10586478,Vigente
10586480,Vigente
10586488,Vigente
10586489,Vigente
10586492,Vigente
10586493,Vigente
10586505,Vigente
10586509,Cancelado
10586511,Cancelado
10586514,Cancelado
10586533,Vigente
10586534,Vigente
10586536,Cancelado
10586550,Vigente
10586552,Vigente
10586554,Vigente
10586555,Vigente
10586556,Vigente
10586559,Vigente
10586560,Vigente
10586564,Vigente
10586566,Vigente
10586574,Vigente
10586587,Cancelado
10586595,Cancelado
10586604,Vigente
10586609,Cancelado
10586613,Vigente
10586619,Vigente
10586620,Vigente
10586622,Vigente
10586623,Vigente
10586626,Vigente
10586632,Vigente
10586637,Cancelado
10586639,Vigente
10586640,Vigente
10586644,Cancelado
10586647,Vigente
10586650,Vigente
10586653,Vigente
10586668,Vigente
10586669,Cancelado
10586687,Vigente
10586691,Vigente
10586698,Vigente
10586704,Vigente
10586706,Cancelado
10586728,Vigente
10586733,Vigente
10586736,Cancelado
10586739,Vigente
10586749,Vigente
10586752,Vigente
10586756,Vigente
10586759,Cancelado
10586760,Cancelado
10586765,Cancelado
10586775,Cancelado
10586782,Vigente
10586783,Vigente
10586789,Cancelado
10586796,Vigente
10586797,Vigente
10586808,Vigente
10586812,Vigente
10586813,Vigente
10586836,Vigente
10586837,Vigente
10586839,Cancelado
10586840,Cancelado
10586847,Vigente
10586849,Cancelado
10586850,Vigente
10586852,Vigente
10586858,Cancelado
10586859,Vigente
10586867,Vigente
10586868,Vigente
10586874,Vigente
10586878,Vigente
10586884,Vigente
10586886,Cancelado
10586890,Cancelado
10586895,Vigente
10586897,Vigente
10586900,Cancelado
10586903,Vigente
10586911,Vigente
10586914,Vigente
10586922,Cancelado
10586923,Cancelado
10586926,Vigente
10586933,Vigente
10586938,Vigente
10586939,Cancelado
10586941,Vigente
10586943,Vigente
10586950,Vigente
10586955,Vigente
10586960,Cancelado
10586983,Vigente
10586984,Cancelado
10586987,Vigente
10586988,Vigente
10586990,Vigente
10586998,Vigente
10586999,Vigente
10587012,Cancelado
10587017,Vigente
10587018,Vigente
10587021,Vigente
10587024,Cancelado
10587028,Vigente
10587029,Vigente
10587034,Cancelado
10587035,Vigente
10587037,Vigente
10587042,Cancelado
10587044,Vigente
10587050,Vigente
10587055,Vigente
10587060,Vigente
10587061,Vigente
10587064,Cancelado
10587066,Vigente
10587078,Vigente
10587079,Vigente
10587081,Vigente
10587085,Vigente
10587088,Vigente
10587089,Vigente
10587265,Vigente
10587277,Vigente
10587293,Cancelado
10587416,Vigente
10587575,Vigente
10587631,Cancelado
10587656,Cancelado
10587801,Vigente
10587828,Cancelado
10587830,Cancelado
10587889,Cancelado
10587934,Cancelado
10587956,Cancelado
10587965,Vigente
10588055,Vigente
10588184,Vigente
10588386,Vigente
10588388,Vigente
10588415,Vigente
10588442,Vigente
10588444,Vigente
10588512,Cancelado
10588522,Vigente
10588525,Cancelado
10588552,Vigente
10588668,Vigente
10588732,Cancelado
10588750,Cancelado
10588786,Vigente
10588788,Cancelado
10588972,Vigente
10588973,Vigente
10588995,Vigente
10589036,Vigente
10589112,Cancelado
10589228,Cancelado
10589304,Vigente
10589363,Cancelado
10589401,Cancelado
10589448,Vigente
10589453,Vigente
10589655,Vigente
10589656,Cancelado
10589715,Vigente
10589776,Vigente
10589779,Vigente
10589796,Vigente
10589809,Cancelado
10589870,Vigente
10589872,Cancelado
10589873,Vigente
10589938,Vigente
10589975,Cancelado
10590029,Cancelado
10590038,Vigente
10590052,Cancelado
10590065,Cancelado
10590081,Vigente
10590184,Cancelado
10590251,Cancelado
10590442,Vigente
10590452,Vigente
10590470,Cancelado
10590507,Cancelado
10590510,Vigente
10590727,Cancelado
10593886,Cancelado
10593971,Cancelado
10614500,Cancelado
10632345,Cancelado
10637302,Cancelado
10640562,Vigente
10641134,Cancelado
10642149,Cancelado
10643090,Cancelado
10658180,Cancelado
10663292,Cancelado
10672140,Cancelado
10675644,Cancelado
10697192,Cancelado
10706588,Vigente
10714439,Cancelado
10718092,Cancelado
10722227,Cancelado
10723267,Vigente
10723374,Vigente
10723400,Cancelado
10723441,Vigente
10723446,Vigente
10723475,Cancelado
10723484,Vigente
10723500,Vigente
10723501,Vigente
10723525,Vigente
10723582,Vigente
10723667,Cancelado
10723694,Vigente
10723696,Vigente
10723721,Cancelado
10723724,Cancelado
10723731,Vigente
10723758,Vigente
10723841,Cancelado
10723848,Cancelado
10723882,Cancelado
10723886,Vigente
10723891,Vigente
10723895,Vigente
10723923,Cancelado
10723932,Vigente
10723956,Vigente
10723994,Cancelado
10724062,Cancelado
10724067,Cancelado
10724068,Cancelado
10724138,Vigente
10724216,Cancelado
10724251,Vigente
10724370,Vigente
10724378,Vigente
10724432,Vigente
10724438,Cancelado
10724448,Vigente
10724488,Cancelado
10724542,Vigente
10724555,Vigente
10724712,Cancelado
10724743,Vigente
10724879,Vigente
10724896,Vigente
10724922,Cancelado
10724982,Vigente
10724993,Vigente
10725030,Vigente
10725058,Vigente
10725067,Cancelado
10725078,Vigente
10725132,Vigente
10725142,Cancelado
10725195,Cancelado
10725225,Cancelado
10725245,Cancelado
10725318,Cancelado
10725350,Vigente
10725480,Vigente
10725501,Vigente
10725510,Cancelado
10725528,Cancelado
10725536,Cancelado
10725600,Vigente
10725605,Vigente
10725613,Vigente
10725615,Vigente
10725617,Vigente
10725693,Vigente
10725701,Cancelado
10725712,Cancelado
10725762,Cancelado
10725816,Cancelado
10725866,Cancelado
10725880,Cancelado
10725881,Vigente
10725888,Vigente
10725889,Vigente
10725978,Vigente
10725998,Cancelado
10726018,Cancelado
10726031,Vigente
10726033,Vigente
10726064,Cancelado
10726138,Cancelado
10726144,Vigente
10726164,Cancelado
10726286,Vigente
10726338,Vigente
10726363,Cancelado
10726385,Vigente
10726406,Vigente
10726415,Cancelado
